loss,mae,msle,acc,recall_23,precision_23,auc_23,true_positives_23,true_negatives_23,false_negatives_23,false_positives_23,val_loss,val_mae,val_msle,val_acc,val_recall_23,val_precision_23,val_auc_23,val_true_positives_23,val_true_negatives_23,val_false_negatives_23,val_false_positives_23
0.920902341462317,0.49202805757522583,0.17185606062412262,0.5123015642166138,0.5357142686843872,0.17871326208114624,0.5313287973403931,450.0,2132.0,390.0,2068.0,0.6874043941497803,0.49711331725120544,0.14922447502613068,0.8420221209526062,0.5260663628578186,0.5260663628578186,0.7156397104263306,111.0,955.0,100.0,100.0
0.8750555786348525,0.4866882264614105,0.16811144351959229,0.517063558101654,0.5654761791229248,0.1867138296365738,0.5491374731063843,475.0,2131.0,365.0,2069.0,0.6812522411346436,0.49398890137672424,0.1475052684545517,0.8420221209526062,0.5260663628578186,0.5260663628578186,0.7867298722267151,111.0,955.0,100.0,100.0
0.8216202991349356,0.48113319277763367,0.16164936125278473,0.5250000357627869,0.561904788017273,0.18895116448402405,0.5640203952789307,472.0,2174.0,368.0,2026.0,0.6749578714370728,0.4907563626766205,0.1457352638244629,0.8420221209526062,0.5260663628578186,0.5260663628578186,0.8085307478904724,111.0,955.0,100.0,100.0
0.8015930560373125,0.4821614623069763,0.16042082011699677,0.5299603343009949,0.5416666865348816,0.18655186891555786,0.5560870170593262,455.0,2216.0,385.0,1984.0,0.6691938638687134,0.48776376247406006,0.14410698413848877,0.8420221209526062,0.5260663628578186,0.5260663628578186,0.8085308074951172,111.0,955.0,100.0,100.0
0.7778923036087126,0.47412994503974915,0.1552247852087021,0.5452380776405334,0.5714285969734192,0.19900497794151306,0.5852534174919128,480.0,2268.0,360.0,1932.0,0.663521945476532,0.48478835821151733,0.14248761534690857,0.8420221209526062,0.5260663628578186,0.5260663628578186,0.8142180442810059,111.0,955.0,100.0,100.0
0.750344766605468,0.470517635345459,0.15218985080718994,0.5597222447395325,0.574999988079071,0.2059701532125473,0.585534930229187,483.0,2338.0,357.0,1862.0,0.658055305480957,0.48189035058021545,0.1409166008234024,0.8420221209526062,0.5260663628578186,0.5260663628578186,0.8082208633422852,111.0,955.0,100.0,100.0
0.7398032675186793,0.46600496768951416,0.14944230020046234,0.564484179019928,0.5880952477455139,0.21084080636501312,0.6071716547012329,494.0,2351.0,346.0,1849.0,0.6527889966964722,0.4790705144405365,0.1393975168466568,0.8333333134651184,0.0,0.0,0.8085308074951172,0.0,1055.0,211.0,0.0
0.7242925121670678,0.4608994126319885,0.14682887494564056,0.5730158686637878,0.5928571224212646,0.21577122807502747,0.6136906147003174,498.0,2390.0,342.0,1810.0,0.647386908531189,0.4761492609977722,0.13783571124076843,0.8333333134651184,0.0,0.0,0.8142180442810059,0.0,1055.0,211.0,0.0
0.6949523536931901,0.4529176950454712,0.14199210703372955,0.5910714268684387,0.6380952596664429,0.23375490307807922,0.6520246267318726,536.0,2443.0,304.0,1757.0,0.6420891880989075,0.4732554256916046,0.13629886507987976,0.8333333134651184,0.0,0.0,0.8074392080307007,0.0,1055.0,211.0,0.0
0.6957182570582344,0.4554785490036011,0.14213648438453674,0.5976190567016602,0.6095238327980042,0.23146474361419678,0.6313738822937012,512.0,2500.0,328.0,1700.0,0.636756420135498,0.47031405568122864,0.13474847376346588,0.8333333134651184,0.0,0.0,0.8142180442810059,0.0,1055.0,211.0,0.0
