loss,mae,msle,acc,recall_10,precision_10,auc_10,true_positives_10,true_negatives_10,false_negatives_10,false_positives_10,val_loss,val_mae,val_msle,val_acc,val_recall_10,val_precision_10,val_auc_10,val_true_positives_10,val_true_negatives_10,val_false_negatives_10,val_false_positives_10
2.352050336769649,0.26938554644584656,0.08173070847988129,0.2023809552192688,0.09166666865348816,0.24444444477558136,0.5513131618499756,77.0,3962.0,763.0,238.0,2.062191963195801,0.2849748730659485,0.07539580017328262,0.16587677597999573,0.0,0.0,0.3786572515964508,0.0,1055.0,211.0,0.0
1.8697552760442098,0.23083804547786713,0.06505930423736572,0.40119048953056335,0.24285714328289032,0.497560977935791,0.7031651735305786,204.0,3994.0,636.0,206.0,2.4444406032562256,0.28819406032562256,0.07939712703227997,0.2132701426744461,0.0,0.0,0.3873542845249176,0.0,1055.0,211.0,0.0
1.6116112425213769,0.21365424990653992,0.057187989354133606,0.4773809611797333,0.30000001192092896,0.6057692170143127,0.7689175605773926,252.0,4036.0,588.0,164.0,2.7689387798309326,0.2893384099006653,0.08395680785179138,0.1516587734222412,0.0,0.0,0.32990723848342896,0.0,1055.0,211.0,0.0
1.5568902061099097,0.20418325066566467,0.0543912872672081,0.5130952596664429,0.3511904776096344,0.6236786246299744,0.7865180373191833,295.0,4022.0,545.0,178.0,2.96801495552063,0.28825074434280396,0.08944735676050186,0.1374407559633255,0.12796208262443542,0.3802816867828369,0.33877718448638916,27.0,1011.0,184.0,44.0
1.4406947039422535,0.1996634304523468,0.0521327443420887,0.5059523582458496,0.35952380299568176,0.6666666865348816,0.8078656196594238,302.0,4049.0,538.0,151.0,3.086900472640991,0.28843235969543457,0.09629910439252853,0.1374407559633255,0.1374407559633255,0.19078947603702545,0.3497360646724701,29.0,932.0,182.0,123.0
1.4247710650875456,0.19469909369945526,0.05042783543467522,0.5559523701667786,0.38333332538604736,0.6544715166091919,0.8209165930747986,322.0,4030.0,518.0,170.0,3.2049801349639893,0.2867053151130676,0.10044009983539581,0.1374407559633255,0.1374407559633255,0.16111111640930176,0.37524765729904175,29.0,904.0,182.0,151.0
1.263589014325823,0.18374191224575043,0.04650631546974182,0.5904762148857117,0.4238095283508301,0.6939570903778076,0.8464252948760986,356.0,4043.0,484.0,157.0,3.1487133502960205,0.283998042345047,0.10035133361816406,0.1374407559633255,0.1374407559633255,0.16022099554538727,0.4013117253780365,29.0,903.0,182.0,152.0
1.2341901940958842,0.18130776286125183,0.04474709928035736,0.6166666746139526,0.42619046568870544,0.7203219532966614,0.8591203093528748,358.0,4061.0,482.0,139.0,3.0819904804229736,0.28049370646476746,0.10089381039142609,0.1374407559633255,0.1374407559633255,0.15591397881507874,0.4275487959384918,29.0,898.0,182.0,157.0
1.1221112126395816,0.17310120165348053,0.04186294227838516,0.6440476179122925,0.4809523820877075,0.7523277401924133,0.8798184990882874,404.0,4067.0,436.0,133.0,2.8525021076202393,0.27673420310020447,0.09902414679527283,0.1374407559633255,0.1374407559633255,0.15675675868988037,0.460975706577301,29.0,899.0,182.0,156.0
1.0984905064105988,0.17060436308383942,0.04115087538957596,0.6499999761581421,0.48571428656578064,0.7311828136444092,0.8829542398452759,408.0,4050.0,432.0,150.0,2.7265896797180176,0.274501234292984,0.09957079589366913,0.1374407559633255,0.1374407559633255,0.15425531566143036,0.49395787715911865,29.0,896.0,182.0,159.0
