loss,mae,msle,acc,recall_12,precision_12,auc_12,true_positives_12,true_negatives_12,false_negatives_12,false_positives_12,val_loss,val_mae,val_msle,val_acc,val_recall_12,val_precision_12,val_auc_12,val_true_positives_12,val_true_negatives_12,val_false_negatives_12,val_false_positives_12
1.9311060278188614,0.4879379868507385,0.17065735161304474,0.20357142388820648,0.5785714387893677,0.18815331161022186,0.559841513633728,486.0,2103.0,354.0,2097.0,2.023789167404175,0.502858579158783,0.15887391567230225,0.1374407559633255,0.14218010008335114,0.08379888534545898,0.31400012969970703,30.0,727.0,181.0,328.0
1.582211429164523,0.43015575408935547,0.15013468265533447,0.4107142984867096,0.773809552192688,0.2574257552623749,0.737957239151001,650.0,2325.0,190.0,1875.0,2.0890777111053467,0.5346982479095459,0.17929533123970032,0.1374407559633255,0.3507108986377716,0.1221122145652771,0.33781811594963074,74.0,523.0,137.0,532.0
1.475396927481606,0.41356366872787476,0.14627991616725922,0.44880953431129456,0.8142856955528259,0.2733812928199768,0.7689238786697388,684.0,2382.0,156.0,1818.0,2.0438718795776367,0.5734209418296814,0.20155386626720428,0.1374407559633255,0.44075828790664673,0.10915493220090866,0.3453291654586792,93.0,296.0,118.0,759.0
1.4467737359660013,0.4037010669708252,0.144418403506279,0.4690476059913635,0.8273809552192688,0.2854209542274475,0.778942346572876,695.0,2460.0,145.0,1740.0,1.9088401794433594,0.5905459523200989,0.212620809674263,0.1374407559633255,0.5450236797332764,0.12863534688949585,0.3741133511066437,115.0,276.0,96.0,779.0
1.4006396165915898,0.3954674005508423,0.14172466099262238,0.5011904835700989,0.8714285492897034,0.3007395267486572,0.7938780784606934,732.0,2498.0,108.0,1702.0,1.8735520839691162,0.603732168674469,0.22464150190353394,0.1374407559633255,0.8483412265777588,0.17600786685943604,0.39311784505844116,179.0,217.0,32.0,838.0
1.3482231387070247,0.38692161440849304,0.13914863765239716,0.4928571283817291,0.8654761910438538,0.30203571915626526,0.8012058138847351,727.0,2520.0,113.0,1680.0,1.8801475763320923,0.6188066005706787,0.23760387301445007,0.1374407559633255,0.8436018824577332,0.17298348248004913,0.385728120803833,178.0,204.0,33.0,851.0
1.3139849597499484,0.3753340244293213,0.1354474425315857,0.5178571343421936,0.8773809671401978,0.31576693058013916,0.8114534020423889,737.0,2603.0,103.0,1597.0,1.8795924186706543,0.6361281871795654,0.25129538774490356,0.1374407559633255,0.8199052214622498,0.1661863625049591,0.38289347290992737,173.0,187.0,38.0,868.0
1.2724020994844891,0.3671448528766632,0.13349995017051697,0.5190476179122925,0.9083333611488342,0.33159494400024414,0.8174477219581604,763.0,2662.0,77.0,1538.0,1.8967773914337158,0.6538810729980469,0.26199546456336975,0.1374407559633255,0.8672986030578613,0.1721542775630951,0.36202916502952576,183.0,175.0,28.0,880.0
1.2439262719381423,0.35684728622436523,0.12973199784755707,0.538095235824585,0.9047619104385376,0.3368794322013855,0.8218204379081726,760.0,2704.0,80.0,1496.0,1.9672205448150635,0.6732648015022278,0.27175337076187134,0.1374407559633255,0.7203791737556458,0.15353535115718842,0.34799981117248535,152.0,217.0,59.0,838.0
1.2053061735062371,0.34976908564567566,0.1275482177734375,0.5535714030265808,0.9202380776405334,0.34112975001335144,0.8249306082725525,773.0,2707.0,67.0,1493.0,2.046175479888916,0.6915238499641418,0.2826577126979828,0.12796208262443542,0.578199028968811,0.12923729419708252,0.3383886218070984,122.0,233.0,89.0,822.0
1.1706391354401906,0.34075215458869934,0.1241169348359108,0.5702381134033203,0.9214285612106323,0.35213831067085266,0.8295949697494507,774.0,2776.0,66.0,1424.0,2.1306326389312744,0.7015154361724854,0.2897706925868988,0.11848340928554535,0.5734597444534302,0.1280423253774643,0.32792162895202637,121.0,231.0,90.0,824.0
1.144030955008098,0.33311280608177185,0.12083207070827484,0.561904788017273,0.9202380776405334,0.3593677282333374,0.827434778213501,773.0,2822.0,67.0,1378.0,2.16215443611145,0.7040011882781982,0.2919476628303528,0.07109005004167557,0.5308057069778442,0.12095032632350922,0.3287774324417114,112.0,241.0,99.0,814.0
1.1252039194107055,0.3292839825153351,0.1196097806096077,0.5511904954910278,0.9059523940086365,0.35930123925209045,0.8246955871582031,761.0,2843.0,79.0,1357.0,2.150280475616455,0.6997939348220825,0.28946352005004883,0.05213269963860512,0.5260663628578186,0.12078346312046051,0.33584827184677124,111.0,247.0,100.0,808.0
1.109150177808035,0.3216898739337921,0.11631406843662262,0.561904788017273,0.9059523940086365,0.36781054735183716,0.8262711763381958,761.0,2892.0,79.0,1308.0,2.15429425239563,0.6949697136878967,0.2870963513851166,0.056872036308050156,0.5118483304977417,0.11816192418336868,0.34230589866638184,108.0,249.0,103.0,806.0
1.036935988494328,0.3109573423862457,0.11346954852342606,0.586904764175415,0.9154762029647827,0.3773307204246521,0.835676908493042,769.0,2931.0,71.0,1269.0,2.1829960346221924,0.6896262764930725,0.2848224639892578,0.08530806005001068,0.5023696422576904,0.11661165952682495,0.3489454388618469,106.0,252.0,105.0,803.0
1.0444047033786774,0.30937057733535767,0.11264760792255402,0.5785714387893677,0.9035714268684387,0.3777998983860016,0.8333922624588013,759.0,2950.0,81.0,1250.0,2.229466199874878,0.6839841604232788,0.2824137806892395,0.10900473594665527,0.4976303279399872,0.11589404195547104,0.34971362352371216,105.0,254.0,106.0,801.0
1.009595308985029,0.299055814743042,0.10835236310958862,0.5904762148857117,0.9059523940086365,0.390256404876709,0.8408438563346863,761.0,3011.0,79.0,1189.0,2.3124914169311523,0.6793842315673828,0.280860960483551,0.12322274595499039,0.4976303279399872,0.11615043878555298,0.34024396538734436,105.0,256.0,106.0,799.0
1.0114164363770257,0.2995012700557709,0.10913785547018051,0.5797619223594666,0.9071428775787354,0.3897698223590851,0.8363834619522095,762.0,3007.0,78.0,1193.0,2.3812808990478516,0.6718921661376953,0.2770259380340576,0.13270142674446106,0.5071089863777161,0.11810154467821121,0.3341951072216034,107.0,256.0,104.0,799.0
0.9900588055451711,0.29114413261413574,0.10706554353237152,0.5964285731315613,0.9095237851142883,0.3970893919467926,0.8376154899597168,764.0,3040.0,76.0,1160.0,2.4166147708892822,0.6627482771873474,0.2717967927455902,0.14218010008335114,0.5071089863777161,0.11836282908916473,0.33637160062789917,107.0,258.0,104.0,797.0
0.964658526579539,0.28681501746177673,0.10475672036409378,0.601190447807312,0.9142857193946838,0.40336135029792786,0.8416251540184021,768.0,3064.0,72.0,1136.0,2.38914155960083,0.6469652652740479,0.26137328147888184,0.1611374467611313,0.5071089863777161,0.11875693500041962,0.34477663040161133,107.0,261.0,104.0,794.0
0.9497078905502955,0.2841326594352722,0.10399428009986877,0.6119047403335571,0.925000011920929,0.4083026945590973,0.8434625864028931,777.0,3074.0,63.0,1126.0,2.3470959663391113,0.6281545758247375,0.24883081018924713,0.18009479343891144,0.5023696422576904,0.11883407831192017,0.3589227795600891,106.0,269.0,105.0,786.0
0.9445715347925822,0.27630913257598877,0.10149142146110535,0.6273809671401978,0.9154762029647827,0.41366326808929443,0.8419386744499207,769.0,3110.0,71.0,1090.0,2.3209445476531982,0.6101494431495667,0.2375078946352005,0.20853079855442047,0.4976303279399872,0.12138728052377701,0.3764358460903168,105.0,295.0,106.0,760.0
0.905408336860793,0.26907581090927124,0.09952689707279205,0.6297619342803955,0.9190475940704346,0.42093783617019653,0.8465649485588074,772.0,3138.0,68.0,1062.0,2.2817845344543457,0.5919164419174194,0.22612354159355164,0.24170616269111633,0.5023696422576904,0.12619048357009888,0.3990117013454437,106.0,321.0,105.0,734.0
0.9091185200782049,0.26864826679229736,0.09906145930290222,0.6142857074737549,0.9154762029647827,0.42067834734916687,0.8461000323295593,769.0,3141.0,71.0,1059.0,2.25303053855896,0.5750848650932312,0.215956449508667,0.22748814523220062,0.5071089863777161,0.1308068484067917,0.41352394223213196,107.0,344.0,104.0,711.0
0.8806769307170595,0.26061782240867615,0.09599361568689346,0.6547619104385376,0.9214285612106323,0.4292845129966736,0.8544278144836426,774.0,3171.0,66.0,1029.0,2.151383399963379,0.5491440296173096,0.1994924247264862,0.2369668185710907,0.49289098381996155,0.1420765072107315,0.4371599555015564,104.0,427.0,107.0,628.0
0.8790514545781272,0.2593720555305481,0.09678907692432404,0.6416666507720947,0.9190475940704346,0.4237101972103119,0.8478326201438904,772.0,3150.0,68.0,1050.0,2.0275344848632812,0.5286231637001038,0.18631550669670105,0.23222748935222626,0.47867298126220703,0.14574314653873444,0.4602951407432556,101.0,463.0,110.0,592.0
0.8536395554031645,0.25282806158065796,0.09368626028299332,0.6559523940086365,0.9178571701049805,0.4348561763763428,0.8544377684593201,771.0,3198.0,69.0,1002.0,1.9772593975067139,0.5210398435592651,0.181854248046875,0.24170616269111633,0.47867298126220703,0.1500742882490158,0.47737473249435425,101.0,483.0,110.0,572.0
0.8603664555719921,0.2506893277168274,0.09287042915821075,0.6476190686225891,0.9142857193946838,0.4358683228492737,0.8524527549743652,768.0,3206.0,72.0,994.0,1.961897850036621,0.5196771025657654,0.18160884082317352,0.27014216780662537,0.5023696422576904,0.15868262946605682,0.48859867453575134,106.0,493.0,105.0,562.0
0.8142253316584087,0.2437971532344818,0.08983276784420013,0.6690475940704346,0.938095211982727,0.4477272629737854,0.8612964153289795,788.0,3228.0,52.0,972.0,1.9859247207641602,0.5193489193916321,0.18304310739040375,0.274881511926651,0.5071089863777161,0.15946348011493683,0.49071675539016724,107.0,491.0,104.0,564.0
0.8013264429001581,0.23776228725910187,0.08771225064992905,0.6738095283508301,0.9285714030265808,0.4545454680919647,0.8637070059776306,780.0,3264.0,60.0,936.0,1.9988991022109985,0.5134032368659973,0.18130379915237427,0.2606635093688965,0.4976303279399872,0.16129031777381897,0.4924372732639313,105.0,509.0,106.0,546.0
0.7937369357971918,0.23658865690231323,0.08762577921152115,0.6595237851142883,0.9345238208770752,0.45613014698028564,0.8635233044624329,785.0,3264.0,55.0,936.0,1.9622631072998047,0.4986219108104706,0.17425382137298584,0.2606635093688965,0.4976303279399872,0.17213115096092224,0.5075604915618896,105.0,550.0,106.0,505.0
